bbl,bin,block_lot,borough,census_tract,cnadrprf_addrline1,cnadrprf_addrline2,cnadrprf_city,cnadrprf_state,cnadrprf_zip,cnbio_org_name,community_board,council_district,latitude,longitude,nta,primary,secondary
1000780043,1001205,78-43,MANHATTAN,1502,124 Fulton Street,Lower Level,New York,NY,10038,Why Pay More?,1,1,40.71016,-74.007647,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Newsstands
1000780043,1001205,78-43,MANHATTAN,1502,124 Fulton Street,,New York,NY,10038,Time Piece City,1,1,40.71016,-74.007647,Battery Park City-Lower Manhattan                                          ,Shopping,S-Jeweler
1000780043,1001205,78-43,MANHATTAN,1502,124 Fulton Street,Lower Level,New York,NY,10038,Premier Lock & Security,1,1,40.71016,-74.007647,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hardware & Locksmiths
1000780043,1001205,78-43,MANHATTAN,1502,90 Nassau Street,,New York,NY,10038,Best Color Photo,1,1,40.710064,-74.007885,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Film Developing
1000780043,1001205,78-43,MANHATTAN,1502,124 Fulton Street,,New York,NY,10038,Terrace Fish & Chip,1,1,40.71016,-74.007647,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Seafood
1000780043,1001205,78-43,MANHATTAN,1502,124 Fulton Street,,New York,NY,10038,S & O Gift Shop,1,1,40.71016,-74.007647,Battery Park City-Lower Manhattan                                          ,Shopping,"S-Gifts, Cards & Stationery"
1000780044,1001206,78-44,MANHATTAN,1502,122 Fulton Street,,New York,NY,10038,Wow Style Fashions,1,1,40.710122,-74.007564,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
,,78-45,,,120 Fulton Street,,New York,NY,,Foot Mart,,,,,,Shopping,S-Shoes: Men's & Women's
1000780047,1000000,78-46,MANHATTAN,1502,118 Fulton Street,,New York,NY,10038,Subway,1,1,40.71004,-74.007405,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000780047,1000000,78-46,MANHATTAN,1502,118 Fulton Street,,New York,NY,10038,Carvel,1,1,40.71004,-74.007405,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Ice Cream
1000780047,1000000,78-46,MANHATTAN,1502,118 Fulton Street,,New York,NY,10038,The UPS Store,1,1,40.71004,-74.007405,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Packaging/Shipping
1000780047,1000000,78-47,MANHATTAN,1502,116 Fulton Street,,New York,NY,10038,Stylz,1,1,40.709998,-74.007322,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Men's & Women's
1000780047,1000000,78-47,MANHATTAN,1502,114 Fulton Street,,New York,NY,10038,Radio Shack,1,1,40.709957,-74.007243,Battery Park City-Lower Manhattan                                          ,Shopping,S-Computers & Electronics
,,79-1,,,130 Fulton Street,,New York,NY,,Starbucks Coffee,,,,,,Casual Eating & Takeout,F-Coffeehouse
1000797502,1087245,79-1,MANHATTAN,1502,130 Fulton Street,,New York,NY,10038,Bank of America ATM,1,1,40.710372,-74.008062,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000797502,1087245,79-1,MANHATTAN,1502,87 Nassau Street,,New York,NY,10038,Nassau Fulton Optical,1,1,40.710026,-74.00795,Battery Park City-Lower Manhattan                                          ,Shopping,S-Glasses & Sunglasses
1000797502,1087245,79-1,MANHATTAN,1502,134-136 Fulton Street,,New York,NY,10038,General Nutrition Center,1,1,40.710432,-74.008177,Battery Park City-Lower Manhattan                                          ,Shopping,S-Nutrition & Health
1000797503,1001215,79-10,MANHATTAN,1502,29 John Street,Lower Level,New York,NY,10038,Au Hair,1,1,40.709694,-74.008631,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000790010,1001216,79-10,MANHATTAN,1502,17 John Street,,New York,NY,10038,Duane Reade,1,1,40.709916,-74.008949,Battery Park City-Lower Manhattan                                          ,Shopping,S-Drugstores
1000790010,1001216,79-10,MANHATTAN,1502,17 John Street,,New York,NY,10038,Uma Newsstand,1,1,40.709916,-74.008949,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Newsstands
1000790010,1001216,79-10,MANHATTAN,1502,17 John Street,Lower Level,New York,NY,10038,John Street Bar & Grill,1,1,40.709916,-74.008949,Battery Park City-Lower Manhattan                                          ,Nightlife,N-Bar
1000790014,1001217,79-14,MANHATTAN,1502,15 John Street,,New York,NY,10038,Les Halles Downtown,1,1,40.709954,-74.008999,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-French
1000790002,1001212,79-2,MANHATTAN,1502,85 Nassau Street,,New York,NY,10038,Wendy's,1,1,40.709976,-74.007997,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000790025,1001223,79-25,MANHATTAN,1502,144 Fulton Street,,New York,NY,10038,K.C. Barber Shop,1,1,40.710577,-74.008466,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000930001,1001280,93-1,MANHATTAN,1501,95 Fulton Street,,New York,NY,10038,Lot-Less Closeouts,1,1,40.70943,-74.006161,Battery Park City-Lower Manhattan                                          ,Shopping,S-Variety & Discount Stores
1000790025,1001223,79-25,MANHATTAN,1502,144 Fulton Street,2nd Floor,New York,NY,10038,Wagner Tailoring & Alterations-Booth,1,1,40.710577,-74.008466,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Tailoring
1000790025,1001223,79-25,MANHATTAN,1502,144 Fulton Street,3rd Floor,New York,NY,10038,The Essences Beauty Salon,1,1,40.710577,-74.008466,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000790025,1001223,79-25,MANHATTAN,1502,144 Fulton Street,,New York,NY,10038,Nail & Wax,1,1,40.710577,-74.008466,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Nail Salon
1000790025,1001223,79-25,MANHATTAN,1502,144 Fulton Street,Booth 1,New York,NY,10038,Baba Gift,1,1,40.710577,-74.008466,Battery Park City-Lower Manhattan                                          ,Shopping,S-Variety & Discount Stores
1000790026,1001224,79-26,MANHATTAN,1502,142 Fulton Street,,New York,NY,10038,Cafe Tomato,1,1,40.710547,-74.008408,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Deli
1000790027,1001225,79-27,MANHATTAN,1502,140 Fulton Street,,New York,NY,10038,Caruso's Pizza and Pasta,1,1,40.71052,-74.00835,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Pizza
1000797501,1001226,79-28,MANHATTAN,1502,138 Fulton Street,,New York,NY,10038,Solution Beauty Source,1,1,40.71049,-74.008293,Battery Park City-Lower Manhattan                                          ,Shopping,S-Beauty & Fragrances
1000790003,1001213,79-3,MANHATTAN,1502,83 Nassau Street,,New York,NY,10038,New York & Co.,1,1,40.70993,-74.008044,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000790006,1001214,79-4,MANHATTAN,1502,75 Nassau Street,,New York,NY,10038,De Janeiro Too,1,1,40.709738,-74.008231,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000790004,1078967,79-4,MANHATTAN,1502,79 Nassau Street,,New York,NY,10038,Eye To Eye Vision Center,1,1,40.709834,-74.008137,Battery Park City-Lower Manhattan                                          ,Shopping,S-Glasses & Sunglasses
1000790006,1001214,79-4,MANHATTAN,1502,75 Nassau Street,,New York,NY,10038,Spring Thyme Wellness Spa,1,1,40.709738,-74.008231,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Spa
1000790006,1001214,79-4,MANHATTAN,1502,75 Nassau Street,,New York,NY,10038,La Mode Cleaners,1,1,40.709738,-74.008231,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Dry Cleaning
1000790006,1001214,79-6,MANHATTAN,1502,75 Nassau Street,,New York,NY,10038,The Diner,1,1,40.709738,-74.008231,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Diner
1000790006,1001214,79-6,MANHATTAN,1502,75 Nassau Street,,New York,NY,10038,Nassau Jewelry,1,1,40.709738,-74.008231,Battery Park City-Lower Manhattan                                          ,Shopping,S-Jeweler
1000797503,1001215,79-7503,MANHATTAN,1502,29 John Street,,New York,NY,10038,Max Cleaners,1,1,40.709694,-74.008631,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Dry Cleaning
1000797503,1001215,79-7503,MANHATTAN,1502,29 John Street,,New York,NY,10038,Evelyn's Chocolates,1,1,40.709694,-74.008631,Battery Park City-Lower Manhattan                                          ,Shopping,S-Candy & Chocolate
1000797503,1001215,79-7503,MANHATTAN,1502,29 John Street,,New York,NY,10038,Alex Tailor Shop,1,1,40.709694,-74.008631,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Tailoring
1000797503,1001215,79-7503,MANHATTAN,1502,29 John Street,,New York,NY,10038,My Convenience,1,1,40.709694,-74.008631,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Newsstands
1000797503,1001215,79-8,MANHATTAN,1502,29 John Street,Lower Level,New York,NY,10038,Yung Nail Salon,1,1,40.709694,-74.008631,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Nail Salon
1000657501,1001106,79-8,MANHATTAN,1502,69 Nassau Street,,New York,NY,10038,Blimpie,1,1,40.709463,-74.008498,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000797503,1001215,79-8,MANHATTAN,1502,71 Nassau Street,,New York,NY,10038,Energy Kitchen,1,1,40.709639,-74.008325,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Health
1000800001,1001227,80-1,MANHATTAN,13,195 Broadway,,New York,NY,10007,Starbucks Coffee,1,1,40.710536,-74.009378,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Coffeehouse
1000800004,1075702,80-4,MANHATTAN,13,55 Church Street,,New York,NY,10007,Liquid Assets at the Millenium Hilton Hotel,1,1,40.711453,-74.010504,Battery Park City-Lower Manhattan                                          ,Nightlife,N-Bar
1000860001,1001230,86-1,MANHATTAN,21,90 Church Street,,New York,NY,10007,US Post Office-Church Street Station,1,1,40.712586,-74.009775,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Community Resources,C-Post Office
1000880001,1001232,88-1,MANHATTAN,21,217 Broadway,,New York,NY,10007,New York Sports Club,1,1,40.71156,-74.008469,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Personal and Professional Services,P-Athletic Clubs/Fitness
1000880001,1001232,88-1,MANHATTAN,21,217 Broadway,,New York,NY,10007,AT&T,1,1,40.71156,-74.008469,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Shopping,S-Cellular Phones
1000880001,1001232,88-1,MANHATTAN,21,217 Broadway,,New York,NY,10007,Staples,1,1,40.71156,-74.008469,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Shopping,S-Office Supplies & Equipment
1000880010,1001237,88-10,MANHATTAN,21,28 Vesey Street,,New York,NY,10007,Travelex Currency Services Inc.,1,1,40.71195,-74.009804,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Visitor Services,V-Currency Exchange
1000880010,1001237,88-10,MANHATTAN,21,30 Vesey Street,,New York,NY,10007,Jean Louis David Salon,1,1,40.711977,-74.009865,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000880018,1001241,88-18,MANHATTAN,21,225 Broadway,,New York,NY,10007,Renaissance Fine Jewelers II,1,1,40.71187,-74.008217,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Shopping,S-Jeweler
1000880018,1001241,88-18,MANHATTAN,21,225 Broadway,Suite 300,New York,NY,10007,PrintFacility.com,1,1,40.71187,-74.008217,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Personal and Professional Services,P-Copy and Printing Services
1000880018,1001241,88-18,MANHATTAN,21,225 Broadway,,New York,NY,10007,Quality Duplicating Services,1,1,40.71187,-74.008217,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Personal and Professional Services,P-Copy and Printing Services
1000880018,1001241,88-18,MANHATTAN,21,225 Broadway,,New York,NY,10007,Illusions of Broadway,1,1,40.71187,-74.008217,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Shopping,S-Apparel: Women's
1000880018,1001241,88-18,MANHATTAN,21,4 Barclay Street,,New York,NY,10007,FedEx Office,1,1,40.712123,-74.008397,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Personal and Professional Services,P-Packaging/Shipping
1000880018,1001241,88-18,MANHATTAN,21,225 Broadway,,New York,NY,10007,Continental Shoe Repair,1,1,40.71187,-74.008217,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Personal and Professional Services,P-Shoe Repair/Shine
1000880018,1001241,88-18,MANHATTAN,21,225 Broadway,,New York,NY,10007,Oliva Gourmet,1,1,40.71187,-74.008217,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Casual Eating & Takeout,F-Deli
1000880014,1087947,88-18,MANHATTAN,21,6 Barclay Street,,New York,NY,10007,Naturally Delicious,1,1,40.712147,-74.008451,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Casual Eating & Takeout,F-Health
1000880018,1001241,88-18,MANHATTAN,21,225 Broadway,,New York,NY,10007,Cohen's Fashion Optical,1,1,40.71187,-74.008217,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Shopping,S-Glasses & Sunglasses
1000880005,1001235,88-5,MANHATTAN,21,20 Vesey Street,,New York,NY,10007,Smoke Shop,1,1,40.711843,-74.009562,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Shopping,S-Cigars
1000880008,1001236,88-8,MANHATTAN,21,26 Vesey Street,,New York,NY,10007,Stage Door Deli,1,1,40.711922,-74.009743,SoHo-TriBeCa-Civic Center-Little Italy                                     ,Casual Eating & Takeout,F-Deli
1000890001,1001242,89-1,MANHATTAN,1501,139 Fulton Street,Suite 309,New York,NY,10038,The Pilatium,1,1,40.710385,-74.008051,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Athletic Clubs/Fitness
,,89-1,,,99A Nassau Street,,New York,NY,10038,Tansey Tang Cultured Pearl Jewelry and Asian Gifts,,,,,,Shopping,S-Jeweler
1000890001,1001242,89-1,MANHATTAN,1501,99 Nassau Street,,New York,NY,10038,Fine Leather Collection,1,1,40.710531,-74.007441,Battery Park City-Lower Manhattan                                          ,Shopping,S-Leather & Luggage
1000890001,1001242,89-1,MANHATTAN,1501,97 Nassau Street,,New York,NY,10038,Perfect Eyes Thread Salon,1,1,40.710448,-74.007524,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Eyebrows
1000890001,1001242,89-1,MANHATTAN,1501,93 Nassau Street,,New York,NY,10038,Designer Promise,1,1,40.710278,-74.007697,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000890012,1001245,89-1,MANHATTAN,1501,214 Broadway,,New York,NY,10038,Chase Bank,1,1,40.71103,-74.008917,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000890001,1001242,89-1,MANHATTAN,1501,30 Ann Street,,New York,NY,10038,Majestic Beauty Salon,1,1,40.710687,-74.007575,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000890001,1001242,89-1,MANHATTAN,1501,30 Ann Street,,New York,NY,10038,Solomon Cleaners,1,1,40.710687,-74.007575,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Dry Cleaning
1000890001,1001242,89-1,MANHATTAN,1501,30 Ann Street,,New York,NY,10038,Uriel Shoe Repair,1,1,40.710687,-74.007575,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Shoe Repair/Shine
1000890001,1001242,89-1,MANHATTAN,1501,99 Nassau Street,,New York,NY,10038,metro PCS,1,1,40.710531,-74.007441,Battery Park City-Lower Manhattan                                          ,Shopping,S-Cellular Phones
1000890001,1001242,89-1,MANHATTAN,1501,139 Fulton Street,,New York,NY,10038,Dunkin Donuts,1,1,40.710385,-74.008051,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000890012,1001245,89-12,MANHATTAN,1501,147 Fulton Street,,New York,NY,10038,Duane Reade,1,1,40.710503,-74.008282,Battery Park City-Lower Manhattan                                          ,Shopping,S-Drugstores
1000890012,1001245,89-12,MANHATTAN,1501,222 Broadway,,New York,NY,10007,Au Bon Pain,1,1,40.711313,-74.008661,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Cafe & Eatery
1000890002,1001243,89-2,MANHATTAN,1501,141 Fulton Street,3rd Floor,New York,NY,10038,"Eyebrow Threading Salon, Inc.",1,1,40.710415,-74.008109,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Eyebrows
1000890002,1001243,89-2,MANHATTAN,1501,141 Fulton Street,,New York,NY,10038,Sophie's Cuban Cuisine,1,1,40.710415,-74.008109,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Caribbean
1000890003,1001244,89-3,MANHATTAN,1501,145 Fulton Street,,New York,NY,10038,Mr. Closeout,1,1,40.710473,-74.008224,Battery Park City-Lower Manhattan                                          ,Shopping,S-Beauty & Fragrances
1000890003,1001244,89-3,MANHATTAN,1501,143 Fulton Street,,New York,NY,10038,Popeye's Chicken & Biscuits,1,1,40.710446,-74.008166,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000890003,1001244,89-3,MANHATTAN,1501,143 Fulton Street,2nd Floor,New York,NY,10038,Lucille Roberts,1,1,40.710446,-74.008166,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Athletic Clubs/Fitness
1000900007,1001251,90-10,MANHATTAN,1501,29 Park Row,,New York,NY,10038,Weinstein & Holtzman Hardware,1,1,40.711673,-74.007232,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hardware & Locksmiths
1000900007,1001252,90-11,MANHATTAN,1501,31 Park Row,,New York,NY,10038,J&R Music and Computer World,1,1,40.711695,-74.007138,Battery Park City-Lower Manhattan                                          ,Shopping,S-Computers & Electronics
1000900013,1001254,90-13,MANHATTAN,1501,1 Beekman Street,,New York,NY,10038,GS Smokers Inc.,1,1,40.711588,-74.006868,Battery Park City-Lower Manhattan                                          ,Shopping,S-Cigars
1000907502,1001258,90-18,MANHATTAN,1501,105 Nassau Street,,New York,NY,10038,Penguini Men's Wear,1,1,40.710734,-74.007178,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Men's
1000907502,1001258,90-20,MANHATTAN,1501,105 Nassau Street,,New York,NY,10038,H & M Art Gallery of Downtown,1,1,40.710734,-74.007178,Battery Park City-Lower Manhattan                                          ,Shopping,"S-Framing, Posters & Art Supplies"
1000900023,1001261,90-23,MANHATTAN,1501,17 Ann Street,,New York,NY,10038,Sandwich House,1,1,40.71091,-74.00791,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Italian
1000900024,1001262,90-24,MANHATTAN,1501,15 Ann Street,,New York,NY,10038,Pita Express,1,1,40.710943,-74.007964,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Kosher
1000907501,1001249,90-4,MANHATTAN,1501,15 Park Row,,New York,NY,10038,J&R Office and Computer World,1,1,40.711508,-74.007679,Battery Park City-Lower Manhattan                                          ,Shopping,S-Office Supplies & Equipment
1000917502,1001263,91-1,MANHATTAN,1501,111 Fulton Street,,New York,NY,10038,Duval International Furniture Gallery,1,1,40.709749,-74.006792,Battery Park City-Lower Manhattan                                          ,Shopping,S-Home Furnishings & Decor
1000917502,1001263,91-1,MANHATTAN,1501,111 Fulton Street,,New York,NY,10038,Circa NY,1,1,40.709749,-74.006792,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Kosher
1000910009,1001265,91-10,MANHATTAN,1501,123 Fulton Street,,New York,NY,10038,Shoetrician Shoe Repair,1,1,40.710001,-74.007286,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Shoe Repair/Shine
1000910009,1001265,91-10,MANHATTAN,1501,123 Fulton Street,,New York,NY,10038,Styling Haircutters,1,1,40.710001,-74.007286,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Hair Salon & Barber Shop
1000910011,1079214,91-11,MANHATTAN,1501,125 Fulton Street,2nd Floor,New York,NY,10038,Papaya,1,1,40.710037,-74.007358,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Spa
1000910013,1001267,91-13,MANHATTAN,1501,129 Fulton Street,,New York,NY,10038,CVS,1,1,40.710105,-74.007495,Battery Park City-Lower Manhattan                                          ,Shopping,S-Drugstores
1000917502,1001263,91-7,MANHATTAN,1501,115 Fulton Street,,New York,NY,10038,Strawberry,1,1,40.709803,-74.0069,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000917502,1001263,91-7,MANHATTAN,1501,115 Fulton Street,,New York,NY,10038,Bolton's,1,1,40.709803,-74.0069,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000917502,1001263,91-7502,MANHATTAN,1501,111 Fulton Street,,New York,NY,10001,Chipotle,1,1,40.709749,-74.006792,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Mexican
1000917501,1001264,91-8,MANHATTAN,1501,119 Fulton Street,,New York,NY,10038,Spring Nail Spa N.Y.,1,1,40.709932,-74.007149,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Nail Salon
1000910009,1079088,91-9,MANHATTAN,1501,121 Fulton Street,2nd Floor,New York,NY,10038,American Stamp,1,1,40.709965,-74.007218,Battery Park City-Lower Manhattan                                          ,Shopping,S-Office Supplies & Equipment
1000910009,1079088,91-9,MANHATTAN,1501,121 Fulton Street,4th Floor,New York,NY,10038,Cables & Chips Inc.,1,1,40.709965,-74.007218,Battery Park City-Lower Manhattan                                          ,Shopping,S-Computers & Electronics
1000920017,1001272,92-17,MANHATTAN,1501,47 Ann Street,,New York,NY,10038,Nova Offset Corp.,1,1,40.710333,-74.006879,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Copy and Printing Services
1000920024,1079094,92-24,MANHATTAN,1501,116 Nassau Street,,New York,NY,10038,Abacus Federal Savings Bank,1,1,40.710844,-74.006998,Battery Park City-Lower Manhattan                                          ,Personal and Professional Services,P-Banks and Check Cashing
1000920026,1001274,92-26,MANHATTAN,1501,118 Nassau Street,,New York,NY,10038,Nassau Bar,1,1,40.710871,-74.006958,Battery Park City-Lower Manhattan                                          ,Nightlife,N-Bar
1000920027,1001275,92-27,MANHATTAN,1501,120 Nassau Street,,New York,NY,10038,Flight Club NY,1,1,40.710899,-74.006918,Battery Park City-Lower Manhattan                                          ,Shopping,S-Shoes: Men's & Women's
1000920028,1001276,92-28,MANHATTAN,1501,122 Nassau Street,,New York,NY,10038,Prato Men's Wear,1,1,40.710929,-74.006879,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Men's
1000920029,1001277,92-29,MANHATTAN,1501,124 Nassau Street,,New York,NY,10038,The Happy Foot Shoe Store,1,1,40.710956,-74.006843,Battery Park City-Lower Manhattan                                          ,Shopping,S-Shoes: Men's & Women's
1000920003,1001268,92-3,MANHATTAN,1501,165 William Street,,New York,NY,10038,Downtown Pharmacy,1,1,40.710185,-74.005829,Battery Park City-Lower Manhattan                                          ,Shopping,S-Drugstores
1000920030,1079101,92-30,MANHATTAN,1501,132 Nassau Street,,New York,NY,10038,Omega Jewelers,1,1,40.711072,-74.006684,Battery Park City-Lower Manhattan                                          ,Shopping,S-Jeweler
1000920030,1079101,92-30,MANHATTAN,1501,132 Nassau Street,,New York,NY,10038,Dunkin Donuts,1,1,40.711072,-74.006684,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Fast Food
1000920030,1079101,92-30,MANHATTAN,1501,15-17 Beekman Street,,New York,NY,10038,The Beekman Pub,1,1,40.71105,-74.006298,Battery Park City-Lower Manhattan                                          ,Full Service Dining,F-Restaurant & Bar
1000920030,1079101,92-30,MANHATTAN,1501,132 Nassau Street,,New York,NY,10038,Petland Discount,1,1,40.711072,-74.006684,Battery Park City-Lower Manhattan                                          ,Shopping,"S-Pet Stores, Supplies & Services"
1000920030,1079101,92-30,MANHATTAN,1501,132 Nassau Street,,New York,NY,10038,The Silk Shop,1,1,40.711072,-74.006684,Battery Park City-Lower Manhattan                                          ,Shopping,S-Apparel: Women's
1000920032,1001278,92-32,MANHATTAN,1501,19 Beekman Street,,New York,NY,10038,Thriftway Beekman Pharmacy,1,1,40.710959,-74.006204,Battery Park City-Lower Manhattan                                          ,Shopping,S-Drugstores
1000930001,1001280,93-1,MANHATTAN,1501,150 William Street,,New York,NY,10038,Cafe Seaport,1,1,40.709729,-74.006255,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Deli
1000930001,1001280,93-1,MANHATTAN,1501,150 William Street,,New York,NY,10038,Pride Optical,1,1,40.709729,-74.006255,Battery Park City-Lower Manhattan                                          ,Shopping,S-Glasses & Sunglasses
1000930024,1001282,93-24,MANHATTAN,1501,164 William Street,,New York,NY,10038,Rosella's Pizza,1,1,40.710234,-74.005753,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Italian
1000930025,1001283,93-25,MANHATTAN,1501,166 William Street,,New York,NY,10038,Dante's Gourmet Foods,1,1,40.710292,-74.005692,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Deli
1000930026,1001284,93-26,MANHATTAN,1501,168 William Street,,New York,NY,10038,Panini & Company,1,1,40.710353,-74.005631,Battery Park City-Lower Manhattan                                          ,Casual Eating & Takeout,F-Cafe & Eatery
,,Battery Park,,,Inside Battery Park,(across from 17 State Street),New York,NY,10004,Battery Gardens,,,,,,Full Service Dining,F-Continental
1000707501,1087484,,MANHATTAN,1502,125 Maiden Lane,2nd Floor,New York,NY,10038,Lower Manhattan Cultural Council,1,1,40.706397,-74.006341,Battery Park City-Lower Manhattan                                          ,,
,,,,,,,New York,NY,,Downtown Hair Studio,,,,,,,
,,,,,122 Fulton Street,3rd Floor,New York,NY,,Seaport Podiatry,,,,,,,
,,,,,132 Nassau Street,Suite 1320,New York,NY,,"Primary Consulting Services, Ltd.",,,,,,Personal and Professional Services,P-Computer Services
,,,,,83 Maiden Lane,Suite 1300,New York,NY,,Plaza Cafe And Catering Inc,,,,,,,
,,,,,70 Greenwich Street,,New York,NY,,Tbta Battery Park Garage,,,,,,,
,,,,,Battery Park,,New York,NY,10004,Picnick,,,,,,Casual Eating & Takeout,F-American
,,,,,1 Liberty Plaza,20th Floor,New York,NY,10006,Lower Manhattan Construction Command Center,,,,,,,
1001330015,1082029,,MANHATTAN,21,57 Murray Street,,New York,NY,10007,Candy's Quality Cleaners,1,1,40.71422,-74.009747,SoHo-TriBeCa-Civic Center-Little Italy                                     ,,
